publish_no,공시연도,자율의무,기업명,업종,사전점검수행,IT부문투자액,정보보호투자액,투자액비율BA,주요투자항목,총임직원,IT부문인력,정보보호전담인력,인력비율DC,CISO_CPO_지정현황,인증평가점검,이용자보호활동,투자특기사항,인력특기사항
3569,2025,의무,주식회사 심텍,제조업(10~34) - 연성 및 기타 인쇄회로기판 제조업,X,"8,528,949,285 원","1,024,080,031 원",12.0 %,보안장비 유지보수 외,"2,793.7 명",45 명,내부인력 3 명 외주인력 6 명 계 9 명,20.0 %,[CISO] 직책 그룹장 임원여부 O 겸직여부 X 주요활동(건) 1 건 [CPO] 직책 그룹장 임원여부 O 겸직여부 X 주요활동(건) 1 건,-,"고객사 정보보안 Audit (Samsung, Hynix, Micron, Apple, AWS등) 사내 이용자를 위한 정보보호 공지 (정보보안 5대수칙 참조/매월) Ransomware 예방안내 공지(매월) ""메일, 서비스 사용에 대한 보안서약서 작성 (개인별, 항목별 진행)"" ""입사시 정보보호서약서 작성(날인) PJT, 상주 파견인력의 정보보안서약서 작성(날인)"" 협력 업체에 대한 비밀유지계약서 작성 임직원 정보보호 온라인 교육 진행 개인정보 암호화(ERP Data) 사내 정보 외부 유출방지를 위한 보안장비 운영침해사고 대응 모의훈련 개인 정보보호 교육",-,
3487,2025,의무,에이치에스효성첨단소재(주),제조업(10~34) - 특수사 및 코드직물 제조업,X,"6,175,763,282 원","290,275,235 원",4.7 %,,"1,148 명",32 명,내부인력 0.4 명 외주인력 0.5 명 계 0.9 명,2.8 %,[CISO] 직책 팀장 임원여부 X 겸직여부 O / DI 기획팀 팀장 주요활동(건) 0 건 [CPO] 직책 실장 임원여부 X 겸직여부 O / 지원실 실장 주요활동(건) 0 건,해당사항 없음,"- 웹취약점 점검 도구(AppScan) 운영 및 추가 도입 - 인프라 취약점 진단 자동화 솔루션 도입 - Portable USB 백신 도입 - 로그관리시스템(SIEM) 운영 - 모바일보안솔루션(MDM) 운영 - 사외 PC를 이용한 VPN 접속 시, 업무망 직접 접속제한 정책 시행 - 방화벽 정책개선 - 보안지침 제정(개인정보보호 내부관리계획) - 개인정보보호 배상책임보험 가입 - 주민등록번호 포함 메일 자동 발송차단 정책 시행 - 개인정보 보유 시스템 현황 점검 - 악성메일 모의훈련 실시 - 임직원 정보보호 및 개인정보보호 교육 실시 - 정보유출 의심행위 모니터링 및 소명 - 피싱메일 사례 및 대응가이드 전파",,
3567,2025,의무,성신양회(주),제조업(10~34) - 시멘트 제조업,X,"2,141,686,741 원","275,096,319 원",12.8 %,NAC / 접근제어 등 보안 솔루션 운영,635 명,8 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,[CISO] 직책 경영지원본부장 임원여부 O 겸직여부 O / CFO 주요활동(건) 3 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,,"○ 내부회계 관리제도 운영 (ITGC) ○ 정보시스템 재해복구 훈련 ○ 스팸메일차단, 웹방화벽 운영 ○ NAC 솔루션 운영 ○ 서버 및 클라이언트 백신 운영 ○ 방화벽 침입 점검 및 차단 ○ 접근제어 솔루션 (DB, 서버 등) ○ 정보보안 교육 ○ 데이터 및 시스템 백업 및 소산 ○ 문서 및 도면관리 시스템 운영 ○ IT 컨설팅 진행 ○ RPA 시스템 구축",,
3518,2025,의무,대상 주식회사,제조업(10~34) - 천연 및 혼합조제 조미료 제조업,X,"25,366,022,305 원","1,813,016,937 원",7.1 %,,"5,599.9 명",97.9 명,내부인력 3.7 명 외주인력 3.8 명 계 7.5 명,7.7 %,[CISO] 직책 상무 임원여부 O 겸직여부 O / CPO 주요활동(건) 1 건 [CPO] 직책 상무 임원여부 O 겸직여부 O / CISO 주요활동(건) 1 건,○ ISMS(정보보호 관리체계 인증) '24.11.20~'27.11.19 ○ ISMS-P(정보보호 및 개인정보보호 관리체계 인증) '23.10.18~'26.10.17 ○ ISO/IEC 27001 인증 '22.02.11~'25.02.10 (갱신: ‘25.06.19~’28.06.18) ○ ISO/IEC 27701 인증 '22.02.11~'25.02.10 (갱신: ‘25.06.19~’28.06.18),1. 개인정보보호 배상책임 보험 2. 정보보호 규정·규칙 개정 3. 개인정보 유출 대응 체계 수립 및 운영 4. 광고성 정보 수신 동의 안내 5. 개인정보처리시스템 접속기록 모니터링 6. 임직원 대상 정보보안 수칙 배포 7. 정보보호 Clean Day 운영 8. 정보보호 캠페인 9. 웹 취약점 점검 10. 개인정보처리시스템 관리자 계정 점검 11. 임직원 악성메일 대응 모의 훈련 12. 개인정보 처리 수탁업체 점검 13. 신규 시스템 도입 및 변경 시 보안성 검토 14. 퇴사자 보안 점검 15. 임직원 정보보호 서약서 16. 위험평가 및 보호대책 구현 17. 개인정보보호 내부관리계획 개정 18. 정보유출 모니터링 및 소명 활동 19. 임직원 대상 정기 개인정보보호 교육과정 개설,,○ 정보보호 담당 임원 CISO/CPO 업무 전담 - 정보보호 관리체계 ISMS-P 인증 심사 활동(외부)
3565,2025,의무,(주)영원무역,제조업(10~34) - 그 외 기타 봉제의복 제조업,O,"4,050,655,928 원","313,644,616 원",7.7 %,EPP(Endpoint Protection Platform)보안 서비스 도입,309.9 명,11.5 명,내부인력 0 명 외주인력 1.2 명 계 1.2 명,10.4 %,[CISO] 직책 총무팀 부장 임원여부 X 겸직여부 O / IT 팀장 주요활동(건) 0 건 [CPO] 직책 총무팀 상무 임원여부 O 겸직여부 O / 총무팀 팀장 주요활동(건) 0 건,ISO22301 (1건),"● 악성코드, 랜섬웨어 차단하는 보안 프로그램 전사 배포 ● ERP 시스템 보안정책(비밀번호 관리정책) 강화 ● 2024 BCP 모의훈련 ● 시스템 취약점 점검 및 개선 ● 임직원 사이버 개인정보 교육 ● 2024 BCP 인식 제고/확산 교육 ● IT 보안공지_스마트폰 해킹(악성앱) 스미싱 문자 주의 ● CATO를 이용한 위협 이벤트 탐지 및 조치",,
3564,2025,의무,한화오션(주),제조업(10~34) - 강선 건조업,O,"78,161,442,699 원","4,605,480,964 원",5.9 %,무선인증보안(WIPS)/정보보안 솔루션 도입,"9,443.5 명",224.9 명,내부인력 14.9 명 외주인력 14.9 명 계 29.8 명,13.3 %,[CISO] 직책 CISO / 상무 임원여부 O 겸직여부 O / CPO 주요활동(건) 0 건 [CPO] 직책 CISO / 상무 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,• ISO/IEC 27001:2022 • ISO/IEC 27017:2015 • 항만시설적합확인서,• 개인정보보호 관련 컨설팅 • 국가핵심기술 보호실태 조사 • 방위산업기술 통합실태 조사 • 개인정보보호 배상책임보험 가입 • 자회사 및 협력사 자체 보안점검 실시(매분기) • 악성메일 대응 모의훈련 실시(매분기 1회이상) • 국가핵심기술 취급인력 및 협력사 보안교육 실시 등 총 16 건 (별첨:한화오션_정보보호공시 현황 참조),,
3525,2025,의무,더블유씨피 주식회사,제조업(10~34) - 축전지 제조업,O,"1,062,720,469 원","329,282,443 원",31.0 %,보안관리체계 및 Tisax 컨설팅,"1,175.5 명",2.6 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,[CISO] 직책 전산팀장 임원여부 O 겸직여부 O / 인사팀장 주요활동(건) 0 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,Tisax 인증,임직원 정보보안 교욱 등 6건,,
3563,2025,의무,주식회사 포스코인터내셔널,도매 및 소매업(45~47) - 상품 종합 중개업,O,"32,428,739,193 원","3,560,597,265 원",11.0 %,,"1,851.3 명",74.1 명,내부인력 5 명 외주인력 5.8 명 계 10.8 명,14.6 %,[CISO] 직책 정보보호 그룹장 임원여부 O 겸직여부 O / CPO 주요활동(건) 1 건 [CPO] 직책 정보보호 그룹장 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,"ISO27001, TISAX (총 2건)","● 국내외출자사(26개사)모의 피싱메일 훈련 실시 ● 임직원 보안의식 제고 활동 추진 (정보보호 안내 게시) ● 생활보안 점검진행 (상.하반기 2회실시) ● 피싱메일 점검 (1Q '24/3/12~3/13, 2Q '24/6/25~6/26, 3Q '249/10~10/11, 4Q '24/12/10~12/11) ● 개인정보보호 배상책임보험 가입 ● 개인정보취급자 및 인사담당자 특화 교육 실시 ● ISO27001 심사원 과정 이수 지원(BSI) ● 전사 정보유출 모니터링 ● 전사 정보보호 운영위원회 및 실무위원회 운영 ● 보안시스템 모니터링 및 결과 리뷰 ● 비서직원 정보보호 보안교육 실시 ● 임직원 정보보안 교육 ● 운전원대상 정보보호 교육 실시 ● 빌딩 보안.환경미화용역 직원 보안 교육 실시",,
3326,2025,자율,(주)카카오헬스케어,정보통신업(58~63) - 컴퓨터시스템 통합 자문 및 구축 서비스업,O,"19,241,948,955 원","970,774,557 원",5.0 %,MacOS 패치관리시스템 도입 등,208.5 명,137.4 명,내부인력 4.7 명 외주인력 0.9 명 계 5.6 명,4.0 %,[CISO] 직책 팀장 임원여부 X 겸직여부 X 주요활동(건) 4 건 [CPO] 직책 연구소장 임원여부 O 겸직여부 O / 연구소장 주요활동(건) 7 건,ISMS-P 인증서 ISO/IEC 27001:2013 인증서 ISO 27799:2016 인증서 ISO/IEC 27017:2015 인증서 ISO/IEC 27018:2019 인증서 HIPAA 인증서,정책 및 지침/가이드 제/개정 MacOS 패치관리시스템 도입 원격보안관제 서비스 계약 한국정보보호최고책임자(CISO) 협의회 정회원 한국침해사고대응협의회(CONCERT) 회원사 한국CPO포럼 정회원 개인정보보호 배상책임보험 가입 사이버보상보험 가입 신규입사자 보안교육 실시 임직원 정보보호 교육(정보보호/개인정보보호) HIPAA 개인정보보호 및 보안교육 임직원 화면보호기 제작 배포 Google 계정 2차 인증 적용 침해사고 대응 훈련(상/하반기 악성메일 모의훈련) 정보보호 공시 실무교육 이수 세미나 참가(의료기관 개인정보보호&정보보안 컨퍼런스 등) 개인정보 유출사고 대응 모의훈련,,
3561,2025,의무,주식회사 현대홈쇼핑,도매 및 소매업(45~47) - 기타 통신 판매업,X,"39,806,149,706 원","3,267,776,213 원",8.2 %,,"1,055.8 명",166.6 명,내부인력 6.7 명 외주인력 6.4 명 계 13.1 명,7.8 %,[CISO] 직책 Security Director 임원여부 O 겸직여부 O / CPO 주요활동(건) 0 건 [CPO] 직책 Security Director 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,○ ISMS-P,"○ PC지킴이, PMS구축 ○ 화면보안솔루션 도입 ○ APT 대응 솔루션 업그레이드 ○ 네트워크장비 교체(NAC, 방화벽) ○ 매체제어 솔루션 업그레이드 ○ 시나리오 기반 모의해킹 ○ 보안감사 시행(외부) ○ 정보보호 위험분석, 평가, 개선 이행 ○ 정보보호위원회 운영 ○ 사무실 보안점검(클린데스크) ○ 개인정보 위탁 협력사 점검 ○ 개인정보보호배상책임 보험 갱신 ○ 임직원, 보안담당자 교육",,
3557,2025,의무,(주)제일기획,"전문, 과학 및 기술 서비스업(70~73) - 광고 대행업",X,"16,723,570,938 원","1,750,291,772 원",10.5 %,유해사이트차단솔루션 용량 증설,"1,347.3 명",59.7 명,내부인력 3.1 명 외주인력 0.7 명 계 3.8 명,6.4 %,[CISO] 직책 정보보호센터장 임원여부 O 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 인사지원본부장 임원여부 O 겸직여부 O / 인사지원본부장 주요활동(건) 0 건,인증 없음,○ 개인정보보호 손해배상책임보험 가입 ○ 서버 취약점 진단 ○ DBMS 취약점 진단 ○ 애플리케이션 취약점 진단 ○ 중요 홈페이지 모의해킹 점검 ○ 보안관제서비스 적용 ○ 외부 감사인 전산감사 ○ 사업장 보안점검 ○ 임직원 정보보호교육 ○ 악성메일 감염 예방 모의훈련 ○ DDoS공격 대응 모의훈련 ○ 사이버파트너스 참여 ○ 보안기술 정기 세미나 참여 ○ 보안업무 정기 교류회 참여,,
3558,2025,의무,노브랜드,제조업(10~34) - 편조의복 제조업,X,"1,472,959,539 원","355,518,970 원",24.1 %,IPT 네트워크 구축 작업,338 명,15.5 명,내부인력 3 명 외주인력 2.5 명 계 5.5 명,35.8 %,[CISO] 직책 해당없음 임원여부 X 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 부서장 임원여부 X 겸직여부 O / IT부서장 주요활동(건) 0 건,-,DB 접근 제어 사용자 모니터링 SSL 인증서 정기 갱신 및 유효성 점검 스팸스나이퍼 및 랜섬웨어 솔루션 운영 피싱 메일 훈련 진행 임직원 정보 보호 교육,,
3559,2025,의무,KPX케미칼(주),제조업(10~34) - 석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,X,"3,182,138,183 원","475,756,832 원",15.0 %,,367.1 명,2.6 명,내부인력 0 명 외주인력 0.1 명 계 0.1 명,3.7 %,[CISO] 직책 그룹장 임원여부 O 겸직여부 O / 신사업기획그룹장 주요활동(건) 0 건 [CPO] 직책 없음 임원여부 X 겸직여부 X 주요활동(건) 0 건,해당사항 없음,"① 정보보호 정책 개정 ② 보안수준 유지활동 (성능, 장비관리 등) ③ 전사 정보유출 방지 강화 (사설 이메일 차단 등) ④ 백업체계 점검 및 개선 ⑤ 최신 악성 스팸/피싱 메일유형 주의 안내 ⑥ 관리자등 패스워드 변경 및 보안 업데이트 ⑦ 이메일 보안 솔루션 도입",,당사의 지주회사 KPX홀딩스(주)의 IT전략팀에서 당사 정보기술/정보보호 관련 업무를 외주관리 형태로 전담하고 있음
3560,2025,의무,실리콘투,도매 및 소매업(45~47) - 화장품 및 화장용품 도매업,X,"2,026,669,738 원","13,110,959 원",0.6 %,,238.3 명,18.4 명,내부인력 1 명 외주인력 0 명 계 1 명,5.4 %,[CISO] 직책 차장 임원여부 X 겸직여부 O / IT본부 PA개발팀장 주요활동(건) 0 건 [CPO] 직책 CPO 미존재 임원여부 X 겸직여부 X 주요활동(건) 0 건,-,-백신 소프트웨어 설치 운영 등 컴퓨터바이러스에 의한 침해 방지조치 -임직원 대상 사내 정기 개인정보보호 교육 실시,,
3538,2025,의무,세방주식회사,운수 및 창고업(49~52) - 일반 화물자동차 운송업,O,"5,867,193,093 원","263,063,355 원",4.5 %,"통합보안관리, 악성메일 모의훈련시스템 도입",848.3 명,17.2 명,내부인력 0 명 외주인력 1.1 명 계 1.1 명,6.4 %,[CISO] 직책 경영관리본부장 임원여부 O 겸직여부 O / 경영관리본부장 주요활동(건) 1 건 [CPO] 직책 총무팀장 임원여부 X 겸직여부 O / 총무팀장 주요활동(건) 0 건,,"1. 보안시스템 도입 및 운영 - DLP, XDR, IPS, 서버접근제어, DB암호화, 악성메일 모의훈련 등 2. 취약점 진단 및 개선 솔루션 도입 및 운영 3. 정보보호 실무협의회 운영 4. 임직원 정보보안 교육 5. 악성메일 모의훈련 6. 정보보호의 날 운영",,
3550,2025,의무,동아대학교병원,보건업 및 사회복지 서비스업(86~87) - 종합병원,O,"2,877,673,415 원","335,055,053 원",11.6 %,방화벽 교체 및 이중화 구성,"2,351.7 명",16 명,내부인력 1 명 외주인력 0 명 계 1 명,6.3 %,[CISO] 직책 의료정보 센터소장 임원여부 O 겸직여부 O / CISO/CPO 겸직 주요활동(건) 5 건 [CPO] 직책 의료정보 센터소장 임원여부 O 겸직여부 O / CISO/CPO 겸직 주요활동(건) 2 건,ㅇ 정보보호 관리체계(ISMS) 인증 ㅇ 전자의무기록시스템 인증,ㅇ 내부감사 ㅇ 악성이메일 훈련 및 모의침투 훈련 ㅇ 임직원 집체 정보보호교육 ㅇ 전문가 정보보호 교육 ㅇ 외부 협력업체 정보보호 교육,,
3555,2025,의무,(주) 파워로직스,제조업(10~34) - 메모리용 전자집적회로 제조업,X,"1,572,280,349 원","318,278,864 원",20.2 %,,320.4 명,4.9 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,[CISO] 직책 경영지원본부장 임원여부 O 겸직여부 O / 인사본부장 주요활동(건) 6 건 [CPO] 직책 인사팀장 임원여부 X 겸직여부 O / 인사팀장 주요활동(건) 1 건,,-임직원 정보보안 교육 -침해사고 대응 훈련 실시 - IT재해복구 모의훈련 실시 -사이버 공격 예고에 따른 보안강화 공지,,
3553,2025,의무,엠케이전자㈜,제조업(10~34) - 그 외 기타 전자부품 제조업,X,"629,721,160 원","21,311,472 원",3.4 %,DRM 운영(클라우드 방식),301.6 명,3 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,[CISO] 직책 팀장 임원여부 X 겸직여부 O / IT팀장 주요활동(건) 0 건 [CPO] 직책 미지정 임원여부 X 겸직여부 X 주요활동(건) 0 건,해당 없음,● 정보 유출 방지(DLP) 솔루션 운영 ● 주요 문서 실시간 백업 및 외부 백업 ● 최신 보안 위협 주의 공지 및 게시판 운영 ● 내부 임직원 대상 개인정보보호 교육 시행,없음,"당사는 반도체 소재 제조기업으로, 정보기술 부서 인력들이 정보보호 업무를 겸직하고 있어 별도의 정보보호 전담 인력은 없음."
3325,2025,의무,인카금융서비스(주),금융 및 보험업(64~66) - 보험 대리 및 중개업,X,"4,669,389,233 원","230,430,983 원",4.9 %,"① SW(솔루션) 도입(유지관리 라이선스비 포함), 솔루션 인프라 구축 ② 네트워크보안시스템 및 인증서비스 등의 유지관리비, 정보보호인프라(방화벽, 스위치 등) 유지관리비, 정보보호솔루션 도입 등",366.5 명,22.4 명,내부인력 1 명 외주인력 0 명 계 1 명,4.5 %,"[CISO] 직책 수석연구원 임원여부 X 겸직여부 O / 부소장, 팀장 주요활동(건) 0 건 [CPO] 직책 상무 임원여부 O 겸직여부 O / 총괄 주요활동(건) 0 건",해당사항 없음,"총 21건의 정보보호를 위한 활동 시행 1. 개인정보의 안전성 확보 조치(8건) ① 개인정보를 안전하게 처리하기 위한 내부관리계획의 수립 및 시행 ② 침입차단시스템 등 접근 통제장치의 설치 및 운영 ③ 접속기록의 위조·변조 방지를 위한 조치 ④ 개인정보를 안전하게 저장 및 전송할 수 있는 암호화기술 등을 이용한 보안조치(SSL 보안인증서 적용) ⑤ 백신 소프트웨어의 설치 및 운영 등 컴퓨터바이러스에 의한 침해 방지조치 ⑥ 개인정보의 암호화를 위해 전송시 암호화 및 비밀번호 일방향 암호화 등의 조치 ⑦ 매년 외부공공기관인 금융보안원 감사를 통해 개인정보 감사 및 점검 실시 ⑧ 그 밖에 개인정보의 안전성 확보를 위하여 필요한 보호조치 2. 임직원 정보보호 인식제고 교육 및 지원(4건) ① 임직원 정보보호 수준 진단 실시 ② 임직원 개인정보보호 수준 진단 실시 ③ 임직원 보안의식 제고 활동 추진 ④ 임직원 대상 사내 정보보안 관련 교육 의무시청 3. 정보보호 관련 시스템 도입 및 예방작업(9건) ① 정보보호 관련 예방작업(방화벽 정책 최적화, 방화벽 OS 업그레이드, 취약점분석, 네트워크 장비 취약점 패치, 권한회수 정기보고 등) ② 정보보호 관련 솔루션 도입(DB암호화솔루션, DLP솔루션(갱신), 서버백신 등)",솔루션 및 운영SW 도입과 인프라 업그레이드 및 유지관리,"정보기술 및 정보보호를 위해 별도의 정보보호 전담부서가 미편성 되어 있지만, 정보보호 전담인력은 1명으로 운영되어 현재 전문인력으로 추후 보강 및 배치될 예정입니다."
3554,2025,의무,(주)농심,"제조업(10~34) - 면류, 마카로니 및 유사식품 제조업",X,"29,720,953,140 원","1,647,226,420 원",5.5 %,"IPT전화시스템 재구축, 공장백본 재구축, DT과제 추진 등","5,603.3 명",106.2 명,내부인력 0 명 외주인력 2.9 명 계 2.9 명,2.7 %,[CISO] 직책 실장 임원여부 O 겸직여부 O / CPO 주요활동(건) 0 건 [CPO] 직책 실장 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,"-개인정보보호배상책임보험 가입 -정보보안 솔루션 도입/구축 (차세대SSO,DB/서버 접근제어,DB암호화 솔루션 확대 적용, 랜섬웨어 차단솔루션 일부 구축 등) -사이버위기대응 해킹메일 모의훈련 -내부회계감사 수행 -정보보안 공지(악성코드/스팸메일) -정보보호 캠페인(랜섬웨어/DDos) -임직원 법정교육(개인정보보호 교육 실시)",,,
3551,2025,의무,사조산업(주),"농업, 임업 및 어업(01~03) - 원양 어업",X,"2,455,024,450 원","77,967,999 원",3.2 %,"SSL 가시성, APT 이메일 방어 솔루션, SIEM 구축",520.1 명,8 명,내부인력 0 명 외주인력 0.3 명 계 0.3 명,3.2 %,[CISO] 직책 이사 임원여부 O 겸직여부 O / 정보사업부장 주요활동(건) 2 건 [CPO] 직책 상무이사 임원여부 O 겸직여부 O / 관리본부장 주요활동(건) 0 건,해당사항 없음.,-. 개인정보보호 배상 책임보험 가입 -. 개인정보보호 내부관리계획 공표 -. DR 솔루션 구축 -. SSL 트래픽 가시성 장비 구축 -. APT 이메일 방어 솔루션 구축 -. V3 APC 종료에 따른 EPP 업그레이드 -. SIEM(보안 정보 이벤트 관리) 솔루션 구축 -. NAC(Network Access Control) 솔루션 고도화 -. 사이버 위기 대응 DDoS 모의 훈련(KISA 주관) -. 사이버 위기 대응 탐지대응 모의 훈련(KISA 주관) -. 사이버 위기 대응 해킹메일 모의 훈련(KISA 주관),2025년 SOAR 도입 및 노후화 보안 장비 교체 예정,- (주)사조시스템즈를 통해 정보기술과 정보보호 업무 분리 수행으로 외부의 위협으로부터 보안성 확보
3515,2025,자율,롯데건설,건설업(41~42) - 아파트 건설업,X,"21,921,623,886 원","1,482,726,500 원",6.8 %,정보유출방지(DLP) 솔루션 고도화 등,"6,022.4 명",60.1 명,내부인력 4 명 외주인력 2.7 명 계 6.7 명,11.2 %,"[CISO] 직책 정보보호부문장 임원여부 X 겸직여부 X 주요활동(건) 7 건 [CPO] 직책 인사부문장(임직원정보), 마케팅부문장(고객정보) 임원여부 O 겸직여부 O / 인사부문, 마케팅부문 주요활동(건) 0 건",- ISMS-P(정보보호 및 개인정보보호관리체계) 인증,"- 정보보호위원회, 실무위원회 실시 - 개인정보보호 배상책임보험 가입 - 롯데그룹 정보보호위원회 주관 분기별모의바이러스 메일 훈련 실시 - 한국인터넷진흥원(KISA) 주관 상하반기 모의바이러스 훈련 및 DDoS 대응 훈련 실시 - 월별 정보보호의 날 활동 실시 - 전 임직원 대상 자체제작 컨텐츠를 통한정보보호 온라인 교육 실시 - 전 부서 / 현장 대상 정보보호 KPI 운영 - 내부 인트라넷 정보보호 게시판 내보안안내사항/뉴스 게시 - 개인정보 취급자 대상 개인정보보호 인식강화 교육 - 개인정보보호 우수 부서 시상 - 정보유출방지(DLP) 솔루션 고도화",,"- 고객정보, 임직원정보 CPO 별도 지정 중 - '24년 고객정보, 임직원정보 CPO 변경"
3509,2025,자율,(주)엔투비,도매 및 소매업(45~47) - 그 외 기타 상품 전문 도매업,X,"3,823,809,300 원","528,413,804 원",13.8 %,신규 방화벽 도입,179.7 명,19.9 명,내부인력 1 명 외주인력 0.9 명 계 1.9 명,9.5 %,[CISO] 직책 실장 임원여부 O 겸직여부 O / CPO 주요활동(건) 1 건 [CPO] 직책 실장 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,○ 정보보호 관리체계(ISMS),○ 정보보호 관련 법규 준거성 확보를 위한 관련 규정 및 지침 개정 ○ 그룹사 정보보호 수준 진단 ○ 협력업체 정보보호 수준 향상을 위한 점검활동 ○ 재난재해 대응을 위한 백업데이터 복구 훈련 ○ 보안 취약점 점검 및 조치를 위한 서버 위험평가 진행 ○ 사이버공격 예방 및 피해 최소화를 위한 모의훈련 실시(악성코드 대응) ○ 신뢰성이 보장된 IDC 서비스를 통해 중요 정보시스템을 물리·운영적으로 보호 ○ 안전한 서비스 이용 및 가용성 보장을 위한 24시 보안 관제 실시,,
3466,2025,의무,(주) 유한양행,제조업(10~34) - 의약용 화합물 및 항생물질 제조업,X,"10,280,416,226 원","978,399,401 원",9.5 %,- 서버 EDR 도입,"2,105.1 명",19.4 명,내부인력 4.9 명 외주인력 0 명 계 4.9 명,25.2 %,[CISO] 직책 실장 임원여부 X 겸직여부 O / 정보기술실장 주요활동(건) 0 건 [CPO] 직책 본부장 임원여부 O 겸직여부 O / 경영관리본부장 주요활동(건) 0 건,- ISO/IEC 27001:2022,"- 이메일/네트워크 APT 공격 대응 시스템 도입 - 전문 보안 관제 서비스 강화 - 개인정보보호 배상책임보험 가입 - DDoS 모의 훈련 진행 - 개인정보보호, 정보보호 교육 진행 - 해킹 메일 모의훈련 실시 - 정보보호 방침, 규정, 지침, 표준운영절차 개정 - 웹사이트 모의해킹 점검 및 보완조치 - 인프라/웹 취약점 점검 및 보완조치 - 부서별 정보보호 담당자 활동 점검 - 랜섬웨어 감염 방지 활동 공지 - 해킹메일 신고 절차 및 대응 방법 안내",,
3549,2025,의무,(주)서진시스템,제조업(10~34) - 기타 무선 통신장비 제조업,O,"1,046,149,337 원","191,788,080 원",18.3 %,문서중앙화 보안 솔루션 Netclient 솔루션(통합pc관리 솔루션) 침입방지시스템(F/W),167.2 명,7.1 명,내부인력 2 명 외주인력 0 명 계 2 명,28.3 %,[CISO] 직책 정보전략팀장 임원여부 O 겸직여부 X 주요활동(건) 3 건 [CPO] 직책 정보전략팀장 임원여부 O 겸직여부 X 주요활동(건) 0 건,TISAX 정보보안 인증 취득,보안 시스템 및 솔루션 도입 등 3건,,
3546,2025,의무,넷플릭스서비시스코리아(유),"정보통신업(58~63) - 영화, 비디오물 및 방송프로그램 배급업",X,"3,187,036,917 원",0 원,0.0 %,,120 명,8 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,"[CISO] 직책 시니어 디렉터, 법무총괄 임원여부 O 겸직여부 O / CISO와 CPO를 동일인이 겸직 주요활동(건) 2 건 [CPO] 직책 시니어 디렉터, 법무총괄 임원여부 O 겸직여부 O / CISO와 CPO를 동일인이 겸직 주요활동(건) 2 건","Netflix, Inc.는 2024년 9월 6일자로 Payment Card Industry Data Security Standard (PCI DSS version 4.0)의 준수 인증(Attestation of Compliance)을 완료하였습니다.",Netflix Group의 정보보호를 위한 활동 현황은 [별첨 1] 및 [별첨 2]를 참조하시기 바랍니다.,Netflix Group에서 넷플릭스서비시스코리아(유)를 위한 정보보호 서비스를 제공하고 있습니다. 자세한 내용은 [별첨 1]을 참고하시기 바랍니다.,Netflix Group에서 넷플릭스서비시스코리아(유)를 위한 정보보호 인력을 제공하고 있습니다. 자세한 내용은 [별첨 1] 및 [별첨 2]를 참고하시기 바랍니다. CISO 및 CPO 주요 활동: 2024년 4월 19일 및 7월 18일 각 개인정보전문가협회와 주한미국상공회의소에서 주최한 개인정보 보호 관련 세미나 2회 참석
3547,2025,의무,케이티지디에이치 주식회사,정보통신업(58~63) - 호스팅 및 관련 서비스업,X,"1,067,922,343 원","193,723,542 원",18.1 %,,17 명,13 명,내부인력 3 명 외주인력 0 명 계 3 명,23.1 %,[CISO] 직책 CEO 임원여부 O 겸직여부 O / CPO 주요활동(건) 0 건 [CPO] 직책 CEO 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,ISO 27001 KISA-ISMS(정보보호 관리체계),- 정보보호정책/지침 승인 - 정보보호교육 - 정보시스템관리 - 위험평가 - 취약점 점검 - 침해사고 모의훈련 - 대피 모의훈련 - 구성감사 - 내부감사,,
