publish_no,공시연도,자율의무,기업명,업종,사전점검수행,IT부문투자액,정보보호투자액,투자액비율BA,주요투자항목,총임직원,IT부문인력,정보보호전담인력,인력비율DC,CISO_CPO_지정현황,인증평가점검,이용자보호활동,투자특기사항,인력특기사항
3543,2025,의무,에이치디현대 주식회사,금융 및 보험업(64~66) - 지주회사,X,"3,388,507,445 원","186,965,703 원",5.5 %,,60.7 명,2.7 명,내부인력 0 명 외주인력 0.2 명 계 0.2 명,7.4 %,[CISO] 직책 이사 임원여부 O 겸직여부 O / CPO 주요활동(건) 1 건 [CPO] 직책 이사 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,,"○ 그룹 보안 Shared Service 용역 계약 체결 : 신규 보안솔루션 도입(EDR, NDR 등) : 백신, 접근통제시스템(NAC), 메일 관제 등 ○ 그룹 보안수준 진단 점검 (1회/연) ○ 보안뉴스 발행 (1회/월) ○ 악성메일 모의훈련 실시 (1회/분기) ○ 보안 공지사항 등록 ○ 매월 부서 보안의 날 운영 (보안점검 실시, 임직원 보안 교육 실시) ○ 퇴직예정자 보안성 검토 실시",HD한국조선해양으로부터 Shared Service를 제공 받고 있음,
3544,2025,의무,동국산업(주),제조업(10~34) - 냉간 압연 및 압출 제품 제조업,X,"1,490,308,490 원","101,802,665 원",6.8 %,-,395 명,4.7 명,내부인력 0 명 외주인력 0.6 명 계 0.6 명,12.8 %,[CISO] 직책 상무이사 임원여부 O 겸직여부 O / 동연S&T 대표이사 주요활동(건) 0 건 [CPO] 직책 부장 임원여부 X 겸직여부 O / 경영지원팀장 주요활동(건) 0 건,-,"- 정보보호 전담조직 구성 - DB, 서버 보안을 위해 DBSafer 유지보수 - 보안 취약점 점검 및 조치 - UTM 및 백신 소프트웨어 설치 및 운영 - 내부회계전산통제 컨설팅 및 설계/운영평가 완료(딜로이트 안진회계법인) - 사이버위기 대응을 위한 모의훈련 참가 - SW 보안 약점 진단 진행 및 개선 완료(KISA)",IT전문기업에 전산시스템을 위탁운영하고 있음,당사는 정보보호부문 인력을 자체 운영하지 않고 IT전문기업(계열사)에서 서비스 이용 계약 체결하여 운영중에 있음.
3545,2025,의무,TCC스틸,"제조업(10~34) - 도금, 착색 및 기타 표면처리강재 제조업",X,"3,508,350,970 원","202,865,735 원",5.8 %,그룹웨어 시스템과 자산관리 체계 개선을 통해 내부 정보 접근 및 관리의 보안성 강화,292 명,23.3 명,내부인력 0 명 외주인력 7.5 명 계 7.5 명,32.2 %,[CISO] 직책 본부장 임원여부 O 겸직여부 O / 부사장 주요활동(건) 0 건 [CPO] 직책 X 임원여부 X 겸직여부 X 주요활동(건) 0 건,해당사항 없음,"• 홈페이지 및 주요 업무시스템의 보안 기능 강화, 사용자 정보 보호와 접근 통제를 위한 기술적 조치 확대 • 데이터 처리 및 시각화 시스템의 보안성 개선, 서비스 이용자 보호를 위한 내부 관리 체계 고도화 • 정보보호 수준 향상을 위해 외부 보안컨설팅 실시, KISA 모의훈련 등 보안 교육·훈련 활동 수행",주요 시스템 고도화 및 보안 공지를 정기적으로 시행하여 전사 보안 인식 제고 및 대응 체계를 강화,정보기술 및 정보보호 겸직인력 구성으로 인한 내부 정보보호 전담인력 없음
3541,2025,의무,(주)KCTV광주방송,정보통신업(58~63) - 유선 방송업,X,"1,189,279,309 원","120,624,343 원",10.1 %,,24 명,8 명,내부인력 1 명 외주인력 0 명 계 1 명,12.5 %,[CISO] 직책 경영기획국장 임원여부 O 겸직여부 O / 경영지원팀장 주요활동(건) 0 건 [CPO] 직책 경영기획국장 임원여부 O 겸직여부 O / 경영지원팀장 주요활동(건) 0 건,,,내부 보안점검 실시 개인정보보호 배상 책임보험 가입 임직원 개인정보 보호 교육 실시 VPN 사용 외부 접속자 접근통제 재해 복구 훈련,
3519,2025,의무,주식회사 삼기,제조업(10~34) - 자동차 엔진용 신품 부품 제조업,X,"1,763,418,387 원","180,395,827 원",10.2 %,통합로그/네트워크 관리(EMS) 시스템 구축,594.7 명,5 명,내부인력 1 명 외주인력 0 명 계 1 명,20.0 %,[CISO] 직책 팀장 임원여부 X 겸직여부 O / 경영정보팀장 주요활동(건) 1 건 [CPO] 직책 담당 임원여부 O 겸직여부 X 주요활동(건) 1 건,TISAX 인증 심사 및 인증라이선스 발급 완료,TISAX 인증 심사 완료 통합로그/네트워크 관리(EMS) 시스템 구축 목동 IDC 서버 구축 및 서버 이전 생활보안점검 실시(분기 1회) 정보보호 뉴스레터 배포(분기 1회) 피싱메일 모의 훈련(반기 1회) IT 재해 복구 훈련,,
3539,2025,의무,주식회사 신성이엔지,제조업(10~34) - 공기 조화장치 제조업,X,"4,135,584,287 원","1,398,934,800 원",33.8 %,"DB백업시스템 계약, 침입탐지 및 대응서비스, 외부 DDoS공격에 따른 대응 및 방어체계 구축",619.8 명,28 명,내부인력 4 명 외주인력 2 명 계 6 명,21.4 %,[CISO] 직책 상무이사 임원여부 O 겸직여부 O / 사업부장 주요활동(건) 2 건 [CPO] 직책 전무이사 임원여부 O 겸직여부 O / 관리본부장 주요활동(건) 1 건,ISO/IEC 27001 (정보보안경영시스템),- 외부 DDoS 공격에 따른 대응 및 방어체계 구축 - 임직원 정보보호교육 실시 - 정보보호 실무 위원회 운영 - 정보보호 생활 실천수칙 마련 및 배포 - 대표 홈페이지 팝업 및 공지사항 내 실천수칙 게시,,
3542,2025,의무,(주)퍼시스,제조업(10~34) - 기타 목재가구 제조업,X,"3,444,876,299 원","193,209,138 원",5.6 %,,241.7 명,13 명,내부인력 0 명 외주인력 1 명 계 1 명,7.7 %,[CISO] 직책 부사장 임원여부 O 겸직여부 O / 사업총괄 주요활동(건) 0 건 [CPO] 직책 대표이사 임원여부 O 겸직여부 O / 대표이사 주요활동(건) 0 건,- 해당사항 없음,- 개인정보보호배상책임보험 가입 - 임직원 정보보안 및 개인정보보호 교육 실시 - 개인정보 유출 방지 시스템 운영 - 개인정보취급자 망분리 시스템 운영 - DB 접근 제어 시스템 운영 - 네트워크 및 웹방화벽 보안관제 운영 - 홈페이지 취약점점검 및 모의해킹 훈련 실시,,
3523,2025,의무,삼성전기(주),제조업(10~34) - 그 외 기타 전자부품 제조업,O,"199,607,016,097 원","11,802,231,286 원",5.9 %,DR센터 및 DB접근제어 등 증설,"12,132.3 명",788.9 명,내부인력 21.6 명 외주인력 5 명 계 26.6 명,3.4 %,[CISO] 직책 정보보호그룹장 임원여부 O 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 법무팀장 임원여부 O 겸직여부 O / 법무팀장 주요활동(건) 0 건,○ ISO27001 ○ TISAX,○ 정보보안규정 가이드 개정 ○ 문서 파쇄 Day 운영 ○ HDD/SSD 등 하드디스크 폐기 프로세스 운영 ○ 사내 운영 홈페이지 취약점 점검 ○ Linux OS 백신 프로그램 도입 ○ 개인정보보호 배상책임 보험 가입 ○ 개인정보처리방침 개정 ○ 오프라인 설비PC 전용 백신 도입 ○ 임직원 정보보호 교육 실시 ○ 임원 보안지수 평가 ○ 임직원 비밀유지계약서 체결 ○ 보안 워닝카드 운영 ○ 피싱 및 스팸메일 피해 예방을 위한 정기 모의훈련 ○ 보안위규 징계현황 공지 ○ 보안 홍보 및 캠페인 활동 ○ 악성코드 감염 제로화 캠페인 ○ 보안 신고/제보 포상제도 운영 ○ 정보보호 담당자 전문성 향상을 위한 교육 참석 ○ 협력사 정보보호 교육 실시 ○ 해외 생산법인 보안 협의체 정례 운영 ○ 개인정보보호 사내 협의체 운영 ○ 개인정보 취급자 개인정보보호 교육 실시 ○ 개인정보 취급 수탁사 점검 시행 ○ 사내 상주 협력사 보안점검 실시 ○ 보안예외권한 오남용 방지를 위한 상시 점검 활동 ○ 대외 오픈 홈페이지 MFA(Multi-Factor Authentication) 적용,,
3537,2025,의무,보령,제조업(10~34) - 완제 의약품 제조업,X,"9,063,338,240 원","787,813,707 원",8.7 %,"● 네트워크 보안 및 접근 제어 강화를를 위한 장비(DDoS, 방화벽, VPN) 도입 ● 사용자 인증 및 권한 관리를 위한 솔루션(AD, MFA) 도입 ● 정보 유출 방지를 위한 EmailDLP 도입 설계 및 구축","1,666.7 명",16.7 명,내부인력 3.5 명 외주인력 0 명 계 3.5 명,21.2 %,[CISO] 직책 부문장 임원여부 O 겸직여부 O / Pharma 사업총괄 주요활동(건) 0 건 [CPO] 직책 본부장 임원여부 O 겸직여부 O / 운영지원본부장 주요활동(건) 0 건,,• 제로트러스트 도입을 위한 차세대 보안 네트워크 구축 • 임직원 외부메일 발송간 민감·개인 정보 유출 방지를 위한 EmailDLP 도입 설계 및 구축 • 대용량 트래픽 공격 방어능력 향상을 위한 DDoS 시스템 구축 • 원격접근 엑세스 제어 관리 강화를 위한 제로트러스트 VPNaaS 도입 • 임직원 PC 중앙 집중식 인증·권한 관리를 위한 AD 도입 • 사내 네트워크 서버팜 구간 방화벽 구축 • 개인정보취급자 인사그룹 임직원 대상 개인정보보안 교육 • 2024년 하반기 정보보안 안전수칙(생성형AI 및 피싱메일) 및 취약점 조치 가이드 공지(3건) • 개인정보보호 배상책임 보험 갱신 • 개인정보 수탁사 점검 2건,● 제로트러스트 도입을 위한 차세대 보안 네트워크 구축,
3540,2025,의무,(주) 더네이쳐홀딩스,제조업(10~34) - 셔츠 및 블라우스 제조업,O,"2,768,739,089 원","219,795,734 원",7.9 %,,445.6 명,16.5 명,내부인력 1.5 명 외주인력 1.5 명 계 3 명,18.2 %,[CISO] 직책 정보보안팀장 임원여부 O 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 부사장 임원여부 O 겸직여부 O / 부사장 주요활동(건) 0 건,○ 정보보호 관리체계 (ISMS),"○ 사이버 위험 배상책임보험 가입 ○ 정보보호 및 개인정보호호 규정, 지침 개정 안내 ○ 해킹메일 대응 훈련 ○ 정보보호 감사 ○ 개인정보처리방침 개정 안내",,
2966,2025,의무,한솔홈데코,제조업(10~34) - 강화 및 재생 목재 제조업,X,"2,803,033,485 원","45,429,200 원",1.6 %,"DB접근제어 시스템, DRM, 보안 소프트웨어 외",338.7 명,7.1 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,[CISO] 직책 담당 임원여부 X 겸직여부 O / 경영혁신담당 주요활동(건) 0 건 [CPO] 직책 담당 임원여부 X 겸직여부 O / 경영혁신담당 주요활동(건) 0 건,해당사항 없음,- 그룹 차원 보안 수준 점검 - 보안이슈 점검(매월) - 악성 메일 모의 훈련,,
3536,2025,의무,(주)엘지화학,제조업(10~34) - 석유화학계 기초 화학물질 제조업,X,"287,409,329,231 원","15,208,847,224 원",5.3 %,,"14,240.7 명",330.7 명,내부인력 11.3 명 외주인력 8 명 계 19.3 명,5.8 %,[CISO] 직책 보안/인프라담당 임원여부 O 겸직여부 O / CPO 주요활동(건) 1 건 [CPO] 직책 보안/인프라담당 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,"ISO 27001 (본사, R&D, 석유화학, 첨단소재, 생명과학 국내 전 사업장)",○ 국가핵심기술 보안관리 강화 ○ Public Cloud 보안관리 강화 ○ 중요정보 유출 통제 및 모니터링 강화 ○ Cyber보안 취약점 점검 및 개선 ○ 보안취약점 신고제도 운영 ○ 협력업체 보안관리 강화 ○ 정보보안 규정 제/개정 ○ 정보보안위원회 개최 및 심의/의결 ○ 정보보안실무위원회 운영 ○ 전사 정보보안 협의체 운영 ○ 정보보안 위기관리 체계 운영 ○ 임직원 정보보안 온라인 교육 ○ 임직원 정보보호의 날 홍보 활동 ○ 임직원 악성 이메일 대응 모의훈련 실시 ○ Cyber Package 보험 갱신 ○ 개인정보보호 배상책임보험 갱신,,
3533,2025,의무,한일현대시멘트(주),제조업(10~34) - 시멘트 제조업,X,"2,662,991,140 원","186,663,490 원",7.0 %,"방화벽, 네트워크 접근제어, 백업, 백신, 스팸메일 필터, 감시장비 등",385.5 명,9 명,내부인력 0 명 외주인력 0.3 명 계 0.3 명,3.0 %,[CISO] 직책 상무 임원여부 O 겸직여부 O / 경영관리임원 주요활동(건) 5 건 [CPO] 직책 상무 임원여부 O 겸직여부 O / 경영관리임원 주요활동(건) 5 건,해당 없음,- 임직원 개인정보보호 교육 실시 - 비밀번호 탈취 관련 악성 피싱/스팸메일 주의 공지 - 정보보호 운영관리 사내 지침 수립 및 시행 - AI기술 악용한 보안위협 대응 관련 PC 보안 강화 공지 - 분기별 ERP 접근권한 적정성 검토 등,-,"당사는 제조업체로서 정보기술/보호 전담인력을 자체적으로 운용하지 않고, IT전문 기업과 서비스 이용계약을 체결하여 운용 중임."
3532,2025,의무,한일시멘트(주),제조업(10~34) - 시멘트 제조업,X,"6,885,918,826 원","394,786,180 원",5.7 %,"방화벽, 네트워크 접근제어, 백업, 백신, 스팸메일 필터, 감시장비 등",687 명,22 명,내부인력 0 명 외주인력 0.5 명 계 0.5 명,2.2 %,[CISO] 직책 상무 임원여부 O 겸직여부 O / 경영관리 임원 주요활동(건) 5 건 [CPO] 직책 상무 임원여부 O 겸직여부 O / 경영관리 임원 주요활동(건) 5 건,해당사항 없음,- 임직원 개인정보보호 교육 실시 - 비밀번호 탈취관련 악성 피싱/스팸메일 주의 공지 - 정보보호 운영관리 사내 지침 수립 및 시행 - AI기술 악용한 보안위협 대응 관련 PC 보안 강화 공지 - 분기별 ERP 접근권한 적정성 검토 등,,"당사는 제조업체로서 정보기술/보호 전담인력을 자체적으로 운용하지 않고, IT전문기업과 서비스 이용계약을 체결하여 운용 중임."
3534,2025,의무,연세대학교 의과대학 강남세브란스병원,보건업 및 사회복지 서비스업(86~87) - 보건업,X,"8,391,194,037 원","516,571,191 원",6.2 %,"방화벽, 접근제어, 출입통제 등 보안솔루션 및 시스템","2,307.8 명",32.9 명,내부인력 0.1 명 외주인력 0 명 계 0.1 명,0.3 %,[CISO] 직책 기획관리실장 임원여부 O 겸직여부 O / 교수직 주요활동(건) 2 건 [CPO] 직책 기획관리실장 임원여부 O 겸직여부 O / 교수직 주요활동(건) 2 건,- ISMS 정보보호 관리체계 - ISO/IEC 27001 - 전자의무기록시스템 인증,"- 의료정보보호센터 보안관제 - 개인정보보호 배상책임보험 가입 - 임직원 개인정보보호 교육 - 악성메일 대응 훈련 - 개인정보보호 자율점검 - 월별 정보보안의 날 - 월별 환자정보(개인정보) 접근기록 모니터링 - 의료원 장비 보안 점검 - 정보보호 내부 감사 - 병원정보시스템 접근권한 점검 - 개인정보 수탁업체 식별(위탁, 제3자 제공) - 정보자산 현황조사 및 중요도 평가 - 취약점 진단 - 화면보호기 제작 및 배포 - DR 모의 훈련 실시 - 보안성 검토",,
3531,2025,의무,포스코홀딩스(주),금융 및 보험업(64~66) - 지주회사,O,"18,491,901,654 원","1,351,106,192 원",7.3 %,,764.9 명,46.9 명,내부인력 2 명 외주인력 3.4 명 계 5.4 명,11.5 %,[CISO] 직책 제조DX기획그룹장 임원여부 O 겸직여부 O / CPO 주요활동(건) 2 건 [CPO] 직책 제조DX기획그룹장 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,ISO/IEC 27001,KISA사이버 위기대응 모의훈련 등 총 8건,,
3530,2025,의무,(주)삼양사,제조업(10~34) - 설탕 제조업,X,"17,258,866,385 원","583,684,897 원",3.4 %,"비인가싸이트 통제, 암호화통신 복호화, DLP등","1,278 명",36.3 명,내부인력 0 명 외주인력 0.9 명 계 0.9 명,2.5 %,[CISO] 직책 SYDS대표이사 임원여부 O 겸직여부 O / SYDS대표이사 주요활동(건) 0 건 [CPO] 직책 사옥관리팀 팀장 임원여부 X 겸직여부 X 주요활동(건) 0 건,해당사항 없음,"1) 정보보호 투자 활성화 • 보안 취약점 진단 (Ahnlab) • ‘24년 1분기 AD 및 Exchange 서버 보안 패치 적용 • ‘24년 2분기 AD 및 Exchange 서버 보안 패치 적용 • ‘24년 3분기 AD 및 Exchange 서버 보안 패치 적용 • ‘24년 4분기 AD 및 Exchange 서버 보안 패치 적용 • ’24년 예방점검 서버 보안 패치 적용 • ’24년 SAP ERP (운영) 시스템 최신 패치 적용 • 보안투자 ‘비인가 사이트 통제 시스템 노후 교체‘ • 보안투자 ‘암호화 통신 복호화 장비 도입＇ • 보안투자 ‘데이터유출방지(DLP)솔루션 도입＇ 2) 임직원의 정보보호 인식제고 교육 및 지원 • 임직원 개인정보 보호, 정보보호 교육 (삼양윤리학교) • 개인정보보호 조직 및 개인정보 취급자교육(KISA개인정보배터) • 사이버 위기대응 모의훈련 (KISA) 3) 이용자 정보보호 인식제고 활동 (사내포털 공지 15건) • [보안공지] 여객기 사고 이슈를 악용한 스미싱·해킹 등 사이버공격 주의 권고 • [보안공지] 무료 쿠폰앱·사은행사 등 사칭 큐싱 주의 권고 • [보안공지] 국세청 전자세금계산서 사칭 스팸 메일 주의 안내 • [보안공지] 체납세액 징수 관련 정부 사칭 피싱(스미싱, 피싱메일) 주의 권고 • [보안공지] 추석연휴기간 사이버 공격을 대비한 정보보호 실천수칙 안내 • [보안공지] 보안 전문가가 알려주는 5가지 보안 수칙 • [보안공지] 한국인터넷진흥원 사칭 피싱메일 주의 • 보안공지] 이커머스 환불 사태 악용 스미싱 주의 권고 • [보안공지] CrowdStrike 제품으로 인한 윈도우 시스템 비정상 종료 이슈를 악용한 사이버 공격 • [보안공지] ""한국인터넷진흥원"" 사칭 스미싱 주의 안내 • [보안공지] 다양한 주제로 위장해 유포 중인 피싱메일 주의 당부 • [보안공지] 브라우저 자동 로그인 기능 사용 주의 권고 • [보안공지] '임금 수령 통지서'로 위장한 큐싱(QR코드+피싱) 메일 유포 주의 권고 • [보안공지] 연말정산 시즌 국세청 사칭 피싱 주의 • [보안공지] '이력서'로 위장한 악성 워드문서 주의 권고",,
