publish_no,no,공시연도,자율의무,기업명,업종,게시일,수정공시일
2260,1629,2024,의무,대한유화(주),제조업(10~34),2024-06-11,
2259,1628,2024,의무,주식회사 심텍,제조업(10~34),2024-06-10,
2258,1627,2024,의무,한국단자공업(주),제조업(10~34),2024-06-10,
2257,1626,2024,자율,(주)백패커 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2024-06-10,
2252,1625,2024,의무,[수정] HD현대중공업 주식회사,제조업(10~34),2024-06-10,2024-11-08
2256,1624,2024,의무,(주) 나이스홀딩스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2024-06-10,
2254,1623,2024,의무,지에스건설(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),건설업(41~42),2024-06-10,
2253,1622,2024,의무,[수정] (주)와이지-원,제조업(10~34),2024-06-10,2024-11-06
2251,1621,2024,의무,(주)디에이피,제조업(10~34),2024-06-07,
2250,1620,2024,자율,주식회사 그립컴퍼니 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-06-07,
2249,1619,2024,의무,에스피삼화(주),제조업(10~34),2024-06-07,
2248,1618,2024,의무,순천향대학교부속천안병원,보건업 및 사회복지 서비스업(86~87),2024-06-05,
2247,1617,2024,의무,오씨아이 주식회사,제조업(10~34),2024-06-05,
2246,1616,2024,의무,[수정] 대원전선,제조업(10~34),2024-06-05,2024-11-04
2245,1615,2024,자율,(주)대림 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2024-06-05,
2244,1614,2024,자율,한미글로벌건축사사무소,"전문, 과학 및 기술 서비스업(70~73)",2024-06-05,
2240,1613,2024,의무,(주)에스에스지닷컴 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2024-06-04,
2239,1612,2024,의무,계룡건설산업(주),건설업(41~42),2024-06-04,
2237,1611,2024,자율,테크빌교육(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-06-03,
2225,1610,2024,자율,현대디에프 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2024-06-03,
2236,1609,2024,의무,에이치디건설기계(주),제조업(10~34),2024-06-03,
2235,1608,2024,의무,롯데정밀화학(주),제조업(10~34),2024-06-03,
2234,1607,2024,의무,극동유화(주),제조업(10~34),2024-06-03,
2233,1606,2024,의무,금호타이어주식회사,제조업(10~34),2024-05-31,
2232,1605,2024,의무,주식회사 성우하이텍,제조업(10~34),2024-05-31,
2231,1604,2024,의무,넥센타이어 (주),제조업(10~34),2024-05-31,
2230,1603,2024,의무,(주)알루코,제조업(10~34),2024-05-31,
2229,1602,2024,자율,(주)힐링페이퍼 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-31,
2228,1601,2024,의무,아이디스파워텔 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-31,
2227,1600,2024,의무,계명대학교 동산병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2024-05-31,
2226,1599,2024,자율,코오롱베니트㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-31,
2222,1598,2024,자율,(주)지니뮤직 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-31,
2214,1597,2024,의무,(주)한섬 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2024-05-31,
2224,1596,2024,의무,(주)현대리바트 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2024-05-31,
2223,1595,2024,의무,(주) 에스원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2024-05-30,
2221,1594,2024,의무,한화엔진 주식회사,제조업(10~34),2024-05-30,
2220,1593,2024,의무,(주)크래프톤 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-30,
2219,1592,2024,자율,LB세미콘주식회사,제조업(10~34),2024-05-30,
2218,1591,2024,의무,주식회사 에스에이엠티,도매 및 소매업(45~47),2024-05-30,
2200,1590,2024,의무,대성글로벌네트웍(주),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2024-05-30,
2217,1589,2024,의무,유니퀘스트,도매 및 소매업(45~47),2024-05-30,
2216,1588,2024,의무,(주) 신세계푸드,제조업(10~34),2024-05-30,
2213,1587,2024,의무,(주) 현대그린푸드 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),숙박 및 음식점업(55~56),2024-05-29,
2212,1586,2024,의무,[수정] (주)신도리코,제조업(10~34),2024-05-29,2024-11-04
2211,1585,2024,의무,해태제과식품(주),제조업(10~34),2024-05-29,
2210,1584,2024,자율,대영포장주식회사,제조업(10~34),2024-05-29,
2208,1583,2024,의무,[수정] (주)마니커,제조업(10~34),2024-05-28,2024-11-04
2207,1582,2024,의무,한국정보통신(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-28,
2206,1581,2024,의무,[수정] HD현대미포(주),제조업(10~34),2024-05-28,2024-11-07
2203,1580,2024,자율,주식회사 컴투스플랫폼 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-27,
2202,1579,2024,의무,(주) 컴투스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-27,
2201,1578,2024,의무,[수정] 주식회사 카카오모빌리티 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-27,2024-08-12
2199,1577,2024,의무,아이파크현대산업개발,건설업(41~42),2024-05-24,
2188,1576,2024,자율,(주)KG파이낸셜 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-24,
2198,1575,2024,자율,주식회사 폴라리스오피스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-23,
2197,1574,2024,의무,에스케이하이닉스 주식회사,제조업(10~34),2024-05-23,
2196,1573,2024,의무,일진전기 주식회사,제조업(10~34),2024-05-22,
2195,1572,2024,의무,신성통상(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2024-05-21,
2193,1571,2024,자율,(주)셀메이트 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-20,
2192,1570,2024,의무,(주)신원,제조업(10~34),2024-05-20,
2191,1569,2024,의무,콜마비앤에이치(주),제조업(10~34),2024-05-20,
2189,1568,2024,의무,엔에이치엔 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-17,
2187,1567,2024,의무,[수정] 에이치디현대에너지솔루션(주),제조업(10~34),2024-05-17,2024-10-31
2186,1566,2024,자율,(주)스트리미 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-14,
2185,1565,2024,의무,[수정] STX엔진,제조업(10~34),2024-05-14,2024-11-05
2184,1564,2024,의무,삼보산업(주),제조업(10~34),2024-05-13,
2182,1563,2024,자율,웰컴저축은행 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2024-05-09,
2181,1562,2024,자율,(주)커리어넷 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2024-05-08,
2180,1561,2024,의무,엘아이지디펜스앤에어로스페이스 (주),제조업(10~34),2024-05-08,
2179,1560,2024,의무,주식회사 카카오게임즈 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-08,
2178,1559,2024,자율,롯데캐피탈 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2024-05-08,
2177,1558,2024,의무,울산대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2024-05-08,
2170,1557,2024,의무,(주)스마일서브 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-05-03,
2169,1556,2024,자율,씨제이올리브영㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2024-05-03,
2168,1555,2024,의무,HDC현대EP,제조업(10~34),2024-05-03,
2167,1554,2024,의무,㈜E1 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2024-05-02,
2166,1553,2024,의무,고려아연㈜,제조업(10~34),2024-04-22,
2165,1552,2024,자율,마이크로소프트5673코리아,,2024-04-17,
2164,1551,2024,의무,메가스터디교육(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2024-04-04,
2163,1550,2024,자율,(주)디어유 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-04-03,
2162,1549,2024,의무,비에이치아이주식회사,제조업(10~34),2024-03-27,
2161,1548,2024,자율,나이스평가정보 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2024-03-06,
2160,1547,2024,자율,숭실대학교 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2024-02-13,
2158,1546,2024,자율,라포랩스,정보통신업(58~63),2024-01-31,
2157,1545,2024,자율,한국중부발전 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"전기, 가스, 증기 및 공기 조절 공급업(35)",2024-01-18,
2156,1544,2023,자율,숙명여자대학교 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2023-11-27,
2154,1543,2023,의무,크리테오 코리아 유한회사,,2023-08-18,
2153,1542,2023,자율,경상국립대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2023-07-04,
2152,1541,2023,의무,[수정] 주식회사 에치에프알,제조업(10~34),2023-07-03,2023-10-17
2151,1540,2023,의무,주식회사 당근마켓 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2150,1539,2023,의무,X Corp.,,2023-06-30,
2149,1538,2023,의무,[수정] (주)피엔티,제조업(10~34),2023-06-30,2023-10-17
2148,1537,2023,의무,[수정] 네이블,정보통신업(58~63),2023-06-30,2023-10-15
2147,1536,2023,의무,TikTok Pte. Ltd.,,2023-06-30,
2146,1535,2023,의무,엔브이에이치코리아 주식회사,제조업(10~34),2023-06-30,
2145,1534,2023,의무,쿠팡 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2023-06-30,
2144,1533,2023,의무,(주)지에스,금융 및 보험업(64~66),2023-06-30,
2143,1532,2023,의무,[수정] 에이치디현대 주식회사,금융 및 보험업(64~66),2023-06-30,2023-10-15
2142,1531,2023,의무,(주)제이에스코퍼레이션,제조업(10~34),2023-06-30,
2141,1530,2023,의무,아시아나IDT(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2140,1529,2023,자율,주식회사 야놀자 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2139,1528,2023,의무,[수정] 유니퀘스트,도매 및 소매업(45~47),2023-06-30,2023-10-13
2138,1527,2023,의무,주식회사 아모에스넷,정보통신업(58~63),2023-06-30,
2137,1526,2023,의무,CJ제일제당㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2023-06-30,
2136,1525,2023,의무,(주)유니트론텍,도매 및 소매업(45~47),2023-06-30,
2135,1524,2023,의무,주식회사 엘지헬로비전 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2134,1523,2023,자율,상호저축은행중앙회,금융 및 보험업(64~66),2023-06-30,
2133,1522,2023,의무,[수정] (주)딜라이브경기동부케이블티브이,정보통신업(58~63),2023-06-30,2023-10-15
2132,1521,2023,의무,[수정] (주)딜라이브강남케이블티브이 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,2023-10-15
2131,1520,2023,의무,주식회사 딜라이브 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2130,1519,2023,의무,(주) 톱텍,제조업(10~34),2023-06-30,
2129,1518,2023,의무,동일산업(주),제조업(10~34),2023-06-30,
2128,1517,2023,의무,한국공항(주),운수 및 창고업(49~52),2023-06-30,
2127,1516,2023,의무,주식회사 위니아에이드,도매 및 소매업(45~47),2023-06-30,
2126,1515,2023,의무,[수정] 화신정공,제조업(10~34),2023-06-30,2023-10-18
2125,1514,2023,의무,"Meta Platforms,Inc.",,2023-06-30,
2124,1513,2023,의무,(주) 데이콤크로싱 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2123,1512,2023,의무,(주) 평화이즈 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2122,1511,2023,의무,[수정] 삼목에스폼,제조업(10~34),2023-06-30,2023-10-17
2121,1510,2023,의무,이화의대부속목동병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2023-06-30,
2120,1509,2023,의무,케이티지디에이치 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2119,1508,2023,자율,롯데캐피탈 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2023-06-30,
2118,1507,2023,의무,세방전지(주),제조업(10~34),2023-06-30,
2117,1506,2023,의무,이노그리드,정보통신업(58~63),2023-06-30,
2116,1505,2023,의무,주식회사 티케이케미칼,제조업(10~34),2023-06-30,
2115,1504,2023,의무,(주) 화승인더스트리,제조업(10~34),2023-06-30,
2114,1503,2023,의무,[수정] 디와이피(주),제조업(10~34),2023-06-30,2023-10-18
2113,1502,2023,의무,[수정] 미창석유공업(주),제조업(10~34),2023-06-30,2023-10-17
2112,1501,2023,의무,영풍,제조업(10~34),2023-06-30,
2111,1500,2023,의무,(주)휴온스,제조업(10~34),2023-06-30,
2110,1499,2023,의무,(주)후성,제조업(10~34),2023-06-30,
2109,1498,2023,의무,매일유업 주식회사,제조업(10~34),2023-06-30,
2108,1497,2023,의무,[수정] 쿠쿠홈시스 주식회사,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2023-06-30,2023-10-13
2107,1496,2023,의무,(주)네패스,제조업(10~34),2023-06-30,
2106,1495,2023,의무,(주)코스콤 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2105,1494,2023,의무,(주) 코리아써키트,제조업(10~34),2023-06-30,
2104,1493,2023,의무,Google 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),,2023-06-30,
2103,1492,2023,의무,금강공업(주),제조업(10~34),2023-06-30,
2102,1491,2023,의무,(주)케이에스에스해운,운수 및 창고업(49~52),2023-06-30,
2101,1490,2023,의무,씨제이프레시웨이주식회사,도매 및 소매업(45~47),2023-06-30,
2100,1489,2023,의무,미원스페셜티케미칼주식회사,제조업(10~34),2023-06-30,
2099,1488,2023,의무,씨제이대한통운(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),운수 및 창고업(49~52),2023-06-30,
2098,1487,2023,의무,교보디티에스(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2097,1486,2023,의무,순천향대학교부속부천병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2023-06-30,
2096,1485,2023,의무,주식회사 에코프로비엠,제조업(10~34),2023-06-30,
2095,1484,2023,의무,(주)아모레퍼시픽 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2023-06-30,
2094,1483,2023,자율,이화의대부속서울병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2023-06-30,
2093,1482,2023,의무,에스제이지세종,제조업(10~34),2023-06-30,
2092,1481,2023,의무,한국오라클 유한회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2091,1480,2023,의무,디지털리얼티코리아 유한회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2090,1479,2023,의무,현대오토에버 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2089,1478,2023,의무,[수정] (주)풍산,제조업(10~34),2023-06-30,2023-10-18
2088,1477,2023,의무,넥센타이어 (주),제조업(10~34),2023-06-30,
2087,1476,2023,의무,HD현대중공업 주식회사,제조업(10~34),2023-06-30,
2086,1475,2023,의무,인탑스(주),제조업(10~34),2023-06-30,
2085,1474,2023,의무,(주)지마켓 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2084,1473,2023,의무,(주)삼원강재,제조업(10~34),2023-06-30,
2083,1472,2023,의무,한국철강주식회사,제조업(10~34),2023-06-30,
2082,1471,2023,의무,[수정] 엘지전자(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2023-06-30,2024-06-26
2081,1470,2023,의무,[수정] KC코트렐㈜,제조업(10~34),2023-06-30,2023-10-17
2080,1469,2023,의무,조선대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2023-06-30,
2079,1468,2023,의무,한국무브넥스 (주),제조업(10~34),2023-06-30,
2078,1467,2023,의무,(주)제일기획,"전문, 과학 및 기술 서비스업(70~73)",2023-06-30,
2077,1466,2023,의무,핸즈코퍼레이션주식회사,제조업(10~34),2023-06-30,
2076,1465,2023,의무,(주)코텍,제조업(10~34),2023-06-30,
2075,1464,2023,의무,주식회사 에프앤에프,제조업(10~34),2023-06-30,
2074,1463,2023,의무,주식회사 에스에이엠티,도매 및 소매업(45~47),2023-06-30,
2073,1462,2023,의무,주식회사 삼립,제조업(10~34),2023-06-30,
2072,1461,2023,의무,한신공영 (주),건설업(41~42),2023-06-30,
2071,1460,2023,자율,호텔롯데 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),숙박 및 음식점업(55~56),2023-06-30,
2070,1459,2023,의무,(주)효성,금융 및 보험업(64~66),2023-06-30,
2069,1458,2023,의무,(주)제주항공 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),운수 및 창고업(49~52),2023-06-30,
2068,1457,2023,의무,동원산업(주),"농업, 임업 및 어업(01~03)",2023-06-30,
2067,1456,2023,의무,주식회사 선진,제조업(10~34),2023-06-30,
2066,1455,2023,의무,서울반도체 주식회사,제조업(10~34),2023-06-30,
2065,1454,2023,의무,텐센트코리아 유한회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2064,1453,2023,의무,(주)서한,건설업(41~42),2023-06-30,
2063,1452,2023,의무,[수정] 동일고무벨트(주),제조업(10~34),2023-06-30,2023-10-17
2062,1451,2023,자율,충북대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2023-06-30,
2061,1450,2023,의무,(주)마니커,제조업(10~34),2023-06-30,
2060,1449,2023,의무,아주대학교의료원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2023-06-30,
2059,1448,2023,의무,(주)위니아,제조업(10~34),2023-06-30,
2058,1447,2023,의무,현대로템 주식회사,제조업(10~34),2023-06-30,
2057,1446,2023,의무,(주)트리니티항공 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),운수 및 창고업(49~52),2023-06-30,
2056,1445,2023,의무,롯데웰푸드(주),제조업(10~34),2023-06-30,
2055,1444,2023,의무,LG유플러스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-30,
2054,1443,2023,의무,삼성전자(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2023-06-30,
2053,1442,2023,의무,(주)디와이에이,제조업(10~34),2023-06-30,
2052,1441,2023,의무,대한제분(주),제조업(10~34),2023-06-30,
2051,1440,2023,의무,(주) 종근당,제조업(10~34),2023-06-30,
2050,1439,2023,의무,동부건설(주),건설업(41~42),2023-06-30,
2049,1438,2023,의무,(주)신원,제조업(10~34),2023-06-30,
2048,1437,2023,의무,(주)모베이스전자,제조업(10~34),2023-06-30,
2047,1436,2023,의무,한화솔루션(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2023-06-30,
2046,1435,2023,자율,신한투자증권(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2023-06-30,
