publish_no,no,공시연도,자율의무,기업명,업종,게시일,수정공시일
2045,1434,2023,의무,동국산업(주),제조업(10~34),2023-06-30,
2044,1433,2023,의무,[수정] 서울이동통신(주),정보통신업(58~63),2023-06-29,2023-10-18
2043,1432,2023,의무,[수정] 한국케이블티브이푸른방송(주),정보통신업(58~63),2023-06-29,2023-10-13
2042,1431,2023,의무,[수정] (주)엘에스,금융 및 보험업(64~66),2023-06-29,2023-10-15
2041,1430,2023,의무,두산퓨얼셀 주식회사,제조업(10~34),2023-06-29,
2040,1429,2023,의무,리드코프,도매 및 소매업(45~47),2023-06-29,
2039,1428,2023,의무,주식회사 케이티스카이라이프 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
2038,1427,2023,의무,현대비앤지스틸 주식회사,제조업(10~34),2023-06-29,
2037,1426,2023,의무,(주)한독,제조업(10~34),2023-06-29,
2036,1425,2023,의무,(주)태웅로직스,운수 및 창고업(49~52),2023-06-29,
2035,1424,2023,의무,주식회사 SIMPAC,제조업(10~34),2023-06-29,
2034,1423,2023,의무,에스케이브로드밴드주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
2033,1422,2023,의무,(주)멀티캠퍼스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2023-06-29,
2032,1421,2023,의무,[수정] 예스이십사 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2023-06-29,2023-08-21
2031,1420,2023,의무,주식회사 아이티이지 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
2030,1419,2023,의무,[수정] 하나마이크론,제조업(10~34),2023-06-29,2023-10-15
2029,1418,2023,의무,대한제당(주),제조업(10~34),2023-06-29,
2028,1417,2023,의무,리노공업(주),제조업(10~34),2023-06-29,
2027,1416,2023,자율,(주) 비바리퍼블리카 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2023-06-29,
2026,1415,2023,의무,오스템임플란트 주식회사,제조업(10~34),2023-06-29,
2025,1414,2023,자율,(주)드림어스컴퍼니 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2023-06-29,
2024,1413,2023,의무,제이씨케미칼주식회사,제조업(10~34),2023-06-29,
2023,1412,2023,의무,한일현대시멘트(주),제조업(10~34),2023-06-29,
2021,1411,2023,의무,주식회사 동성케미컬,제조업(10~34),2023-06-29,
2020,1410,2023,의무,한일시멘트(주),제조업(10~34),2023-06-29,
2019,1409,2023,자율,주식회사 파라메타,정보통신업(58~63),2023-06-29,
2018,1408,2023,의무,(주)진에어 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),운수 및 창고업(49~52),2023-06-29,
2017,1407,2023,의무,에쓰-오일(S-OIL) (주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2023-06-29,
2016,1406,2023,의무,주식회사 휴스틸,제조업(10~34),2023-06-29,
2015,1405,2023,의무,한국항공우주산업주식회사,제조업(10~34),2023-06-29,
2014,1404,2023,의무,주식회사 원익머트리얼즈,제조업(10~34),2023-06-29,
2013,1403,2023,의무,에스케이바이오사이언스(주),제조업(10~34),2023-06-29,
2012,1402,2023,의무,(주)동성화인텍,제조업(10~34),2023-06-29,
2011,1401,2023,의무,(주)사조오양,제조업(10~34),2023-06-29,
2010,1400,2023,의무,(주)대현,제조업(10~34),2023-06-29,
2009,1399,2023,의무,한온시스템(주),제조업(10~34),2023-06-29,
2008,1398,2023,의무,가온전선,제조업(10~34),2023-06-29,
2007,1397,2023,의무,두나무주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
2005,1396,2023,의무,주식회사 현대백화점 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2023-06-29,
2004,1395,2023,의무,[수정] 주식회사 아름방송네트워크,정보통신업(58~63),2023-06-29,2023-10-13
2003,1394,2023,의무,(주)KCTV광주방송,정보통신업(58~63),2023-06-29,
2002,1393,2023,의무,주식회사 케이티엠오에스북부,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2023-06-29,
2001,1392,2023,의무,위즈코어 주식회사,정보통신업(58~63),2023-06-29,
2000,1391,2023,의무,쌍용씨앤이(주),제조업(10~34),2023-06-29,
1999,1390,2023,의무,현대엘리베이터(주),제조업(10~34),2023-06-29,
1998,1389,2023,의무,(주)서연이화,제조업(10~34),2023-06-29,
1997,1388,2023,의무,[수정] (주)바이오노트,제조업(10~34),2023-06-29,2023-10-15
1996,1387,2023,의무,[수정] 한국쉘석유 주식회사,제조업(10~34),2023-06-29,2023-10-13
1995,1386,2023,의무,에이치엠엠(주),운수 및 창고업(49~52),2023-06-29,
1994,1385,2023,자율,주식회사 위버스컴퍼니 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2023-06-29,
1993,1384,2023,의무,엔에이치엔케이씨피 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
1992,1383,2023,의무,주식회사 하이브,"전문, 과학 및 기술 서비스업(70~73)",2023-06-29,
1991,1382,2023,의무,[수정] (주)세아특수강,제조업(10~34),2023-06-29,2023-10-15
1990,1381,2023,의무,대덕전자 주식회사,제조업(10~34),2023-06-29,
1989,1380,2023,의무,(주)엘지화학,제조업(10~34),2023-06-29,
1988,1379,2023,의무,주식회사 안랩 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
1986,1378,2023,의무,하이트진로(주),제조업(10~34),2023-06-29,
1985,1377,2023,의무,삼성전기(주),제조업(10~34),2023-06-29,
1984,1376,2023,의무,엔에이치엔클라우드 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
1983,1375,2023,자율,전북대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2023-06-29,
1982,1374,2023,의무,(주)녹십자,제조업(10~34),2023-06-29,
1981,1373,2023,의무,(주)오뚜기,제조업(10~34),2023-06-29,
1980,1372,2023,의무,진흥기업(주),건설업(41~42),2023-06-29,
1979,1371,2023,의무,삼보모터스,제조업(10~34),2023-06-29,
1978,1370,2023,의무,(주)팜스토리,제조업(10~34),2023-06-29,
1977,1369,2023,의무,대성산업(주),도매 및 소매업(45~47),2023-06-29,
1976,1368,2023,의무,코스모신소재(주),제조업(10~34),2023-06-29,
1975,1367,2023,의무,주식회사 티와이엠(TYM CORPORATION),제조업(10~34),2023-06-29,
1974,1366,2023,의무,캠시스,제조업(10~34),2023-06-29,
1973,1365,2023,의무,인터지스(주),운수 및 창고업(49~52),2023-06-29,
1972,1364,2023,의무,롯데쇼핑(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2023-06-29,
1971,1363,2023,의무,효성중공업(주),제조업(10~34),2023-06-29,
1970,1362,2023,의무,(주)케이씨씨,제조업(10~34),2023-06-29,
1969,1361,2023,의무,사조산업(주),"농업, 임업 및 어업(01~03)",2023-06-29,
1968,1360,2023,의무,[수정] (주)국보디자인,건설업(41~42),2023-06-29,2023-10-13
1967,1359,2023,의무,(주)케이씨티시,운수 및 창고업(49~52),2023-06-29,
1966,1358,2023,의무,한전산업개발(주),"전기, 가스, 증기 및 공기 조절 공급업(35)",2023-06-29,
1965,1357,2023,의무,롯데이노베이트(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
1964,1356,2023,의무,유진기업 (주),제조업(10~34),2023-06-29,
1963,1355,2023,의무,(주)KCTV제주방송,정보통신업(58~63),2023-06-29,
1962,1354,2023,의무,롯데정밀화학(주),제조업(10~34),2023-06-29,
1961,1353,2023,의무,엔에이치엔 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
1960,1352,2023,의무,제이씨엔울산중앙방송 주식회사,정보통신업(58~63),2023-06-29,
1959,1351,2023,의무,에스지씨에너지(주),"전기, 가스, 증기 및 공기 조절 공급업(35)",2023-06-29,
1958,1350,2023,의무,삼성이앤에이(주),건설업(41~42),2023-06-29,
1957,1349,2023,의무,주식회사 STX,도매 및 소매업(45~47),2023-06-29,
1956,1348,2023,의무,엘지이노텍(주),제조업(10~34),2023-06-29,
1955,1347,2023,의무,케이카 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2023-06-29,
1954,1346,2023,의무,(주)한진 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),운수 및 창고업(49~52),2023-06-29,
1953,1345,2023,의무,엔피씨 주식회사,제조업(10~34),2023-06-29,
1952,1344,2023,의무,(주)티씨케이,제조업(10~34),2023-06-29,
1951,1343,2023,의무,넷플릭스서비시스코리아(유),정보통신업(58~63),2023-06-29,
1950,1342,2023,의무,(주)다우기술 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
1949,1341,2023,의무,보령,제조업(10~34),2023-06-29,
1948,1340,2023,의무,(주)웅진씽크빅,정보통신업(58~63),2023-06-29,
1947,1339,2023,의무,TCC스틸,제조업(10~34),2023-06-29,
1946,1338,2023,자율,씨제이올리브영㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2023-06-29,
1945,1337,2023,의무,(주)농협정보시스템 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
1944,1336,2023,의무,(주)케이티씨에스,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2023-06-29,
1943,1335,2023,의무,(주)케이지이니시스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-29,
1942,1334,2023,의무,주식회사 크리스에프앤씨,제조업(10~34),2023-06-29,
1941,1333,2023,의무,애경케미칼 주식회사,제조업(10~34),2023-06-29,
1940,1332,2023,의무,(주)오리온,제조업(10~34),2023-06-29,
1939,1331,2023,의무,(주)삼양패키징,제조업(10~34),2023-06-29,
1938,1330,2023,의무,주식회사 유신,"전문, 과학 및 기술 서비스업(70~73)",2023-06-29,
1937,1329,2023,의무,주식회사 디아이씨,제조업(10~34),2023-06-29,
1936,1328,2023,의무,(주)세아베스틸지주,금융 및 보험업(64~66),2023-06-29,
1935,1327,2023,의무,(주)넥센,제조업(10~34),2023-06-29,
1934,1326,2023,의무,에스엘 주식회사,제조업(10~34),2023-06-29,
1933,1325,2023,의무,(주)대한항공 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),운수 및 창고업(49~52),2023-06-29,
1932,1324,2023,의무,[수정] 인지컨트롤스(주),제조업(10~34),2023-06-29,2023-10-17
1931,1323,2023,의무,에스지씨이앤씨 주식회사,건설업(41~42),2023-06-29,
1930,1322,2023,의무,학교법인가톨릭학원 가톨릭대학교 인천성모병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2023-06-29,
1929,1321,2023,의무,(주)크라운제과,제조업(10~34),2023-06-29,
1928,1320,2023,의무,일성건설(주),건설업(41~42),2023-06-29,
1927,1319,2023,의무,[수정] 평화산업(주),제조업(10~34),2023-06-29,2023-10-18
1926,1318,2023,의무,주식회사 씨젠,제조업(10~34),2023-06-29,
1925,1317,2023,의무,[수정] 삼현철강(주),제조업(10~34),2023-06-29,2023-10-17
1924,1316,2023,의무,(주)포스코디엑스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2023-06-28,
1923,1315,2023,자율,SK트레이딩 인터내셔널 주식회사,도매 및 소매업(45~47),2023-06-28,
1922,1314,2023,자율,에스케이어스온 주식회사,광업(05~08),2023-06-28,
1921,1313,2023,자율,정보보호 공시 우수 기업 (고시 성실성 및 다양한 정보보호 노력 평가를 통해 공시연도에 과학기술정보통신부 장관 표창을 수여 받은 자) 에스케이온 주식회사,제조업(10~34),2023-06-28,
